127.0.0.1 - - [13/Mar/2023:09:04:09 +0900] "GET / HTTP/1.1" 404 807
0:0:0:0:0:0:0:1 - - [13/Mar/2023:09:04:09 +0900] "GET /MVC_Board/ HTTP/1.1" 200 1097
0:0:0:0:0:0:0:1 - - [13/Mar/2023:09:04:09 +0900] "GET /MVC_Board/css/inc.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:09:04:09 +0900] "GET /MVC_Board/css/main.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:09:04:09 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [13/Mar/2023:09:04:13 +0900] "GET /MVC_Board/BoardList.bo HTTP/1.1" 200 4797
0:0:0:0:0:0:0:1 - - [13/Mar/2023:09:05:54 +0900] "GET /MVC_Board/BoardDetail.bo?board_num=47&pageNum=1 HTTP/1.1" 200 2589
0:0:0:0:0:0:0:1 - - [13/Mar/2023:09:05:57 +0900] "GET /MVC_Board/BoardReplyForm.bo?board_num=47&pageNum=1 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:09:24:22 +0900] "GET /MVC_Board/BoardDetail.bo?board_num=47&pageNum=1 HTTP/1.1" 200 2589
0:0:0:0:0:0:0:1 - - [13/Mar/2023:09:24:23 +0900] "GET /MVC_Board/BoardReplyForm.bo?board_num=47&pageNum=1 HTTP/1.1" 200 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:09:38:23 +0900] "GET /MVC_Board/BoardReplyForm.bo?board_num=47&pageNum=1 HTTP/1.1" 200 2773
0:0:0:0:0:0:0:1 - - [13/Mar/2023:09:38:23 +0900] "GET /MVC_Board/css/subpage.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:10:15:25 +0900] "POST /MVC_Board/BoardReplyPro.bo HTTP/1.1" 500 1444
0:0:0:0:0:0:0:1 - - [13/Mar/2023:10:15:28 +0900] "GET /MVC_Board/BoardReplyForm.bo?board_num=47&pageNum=1 HTTP/1.1" 200 3038
0:0:0:0:0:0:0:1 - - [13/Mar/2023:10:15:28 +0900] "GET /MVC_Board/BoardReplyForm.bo?board_num=47&pageNum=1 HTTP/1.1" 200 3038
0:0:0:0:0:0:0:1 - - [13/Mar/2023:10:15:32 +0900] "POST /MVC_Board/BoardReplyPro.bo HTTP/1.1" 200 81
0:0:0:0:0:0:0:1 - - [13/Mar/2023:10:46:09 +0900] "POST /MVC_Board/BoardReplyPro.bo HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:10:46:09 +0900] "GET /MVC_Board/BoardList.bo HTTP/1.1" 200 4812
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:11:30 +0900] "GET /MVC_Board/BoardList.bo HTTP/1.1" 200 5442
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:11:30 +0900] "GET /MVC_Board/images/re.gif HTTP/1.1" 200 284
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:12:31 +0900] "GET /MVC_Board/BoardDetail.bo?board_num=47&pageNum=1 HTTP/1.1" 200 2589
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:12:32 +0900] "GET /MVC_Board/BoardReplyForm.bo?board_num=47&pageNum=1 HTTP/1.1" 200 3038
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:12:40 +0900] "POST /MVC_Board/BoardReplyPro.bo HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:12:40 +0900] "GET /MVC_Board/BoardList.bo HTTP/1.1" 200 5554
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:12:54 +0900] "GET /MVC_Board/BoardDetail.bo?board_num=49&pageNum=1 HTTP/1.1" 200 2578
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:12:55 +0900] "GET /MVC_Board/BoardReplyForm.bo?board_num=49&pageNum=1 HTTP/1.1" 200 3034
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:13:04 +0900] "POST /MVC_Board/BoardReplyPro.bo HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:13:04 +0900] "GET /MVC_Board/BoardList.bo HTTP/1.1" 200 5715
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:14:54 +0900] "GET /MVC_Board/BoardList.bo?pageNum=2 HTTP/1.1" 200 5327
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:14:56 +0900] "GET /MVC_Board/BoardList.bo?pageNum=3 HTTP/1.1" 200 5367
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:14:57 +0900] "GET /MVC_Board/BoardList.bo?pageNum=2 HTTP/1.1" 200 5327
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:14:57 +0900] "GET /MVC_Board/BoardList.bo?pageNum=1 HTTP/1.1" 200 5715
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:30:02 +0900] "GET /MVC_Board/ HTTP/1.1" 200 1157
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:30:03 +0900] "GET /MVC_Board/index2.jsp HTTP/1.1" 200 19402
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:30:03 +0900] "GET /w3images/snow.jpg HTTP/1.1" 404 828
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:30:03 +0900] "GET /w3images/lights.jpg HTTP/1.1" 404 830
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:30:03 +0900] "GET /w3images/car.jpg HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:30:03 +0900] "GET /w3images/mountains.jpg HTTP/1.1" 404 833
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:30:03 +0900] "GET /w3images/forest.jpg HTTP/1.1" 404 830
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:32:07 +0900] "GET /MVC_Board/index2.jsp HTTP/1.1" 200 19435
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:32:07 +0900] "GET /w3images/mountains.jpg HTTP/1.1" 404 833
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:32:07 +0900] "GET /w3images/forest.jpg HTTP/1.1" 404 830
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:32:07 +0900] "GET /w3images/lights.jpg HTTP/1.1" 404 830
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:32:07 +0900] "GET /w3images/car.jpg HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:32:07 +0900] "GET /w3images/snow.jpg HTTP/1.1" 404 828
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:32:10 +0900] "GET /MVC_Board/BoardList.bo HTTP/1.1" 200 5715
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:32:10 +0900] "GET /MVC_Board/images/re.gif HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:35:57 +0900] "GET /MVC_Board/index2.jsp HTTP/1.1" 200 19441
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:35:57 +0900] "GET /w3images/car.jpg HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:35:57 +0900] "GET /w3images/snow.jpg HTTP/1.1" 404 828
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:35:57 +0900] "GET /w3images/lights.jpg HTTP/1.1" 404 830
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:35:57 +0900] "GET /w3images/mountains.jpg HTTP/1.1" 404 833
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:35:57 +0900] "GET /w3images/forest.jpg HTTP/1.1" 404 830
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:36:23 +0900] "GET /MVC_Board/index2.jsp HTTP/1.1" 200 19481
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:36:23 +0900] "GET /w3images/snow.jpg HTTP/1.1" 404 828
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:36:23 +0900] "GET /w3images/car.jpg HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:36:23 +0900] "GET /w3images/mountains.jpg HTTP/1.1" 404 833
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:36:23 +0900] "GET /w3images/lights.jpg HTTP/1.1" 404 830
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:36:23 +0900] "GET /w3images/forest.jpg HTTP/1.1" 404 830
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:36:46 +0900] "GET /MVC_Board/index2.jsp HTTP/1.1" 200 19486
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:36:46 +0900] "GET /w3images/snow.jpg HTTP/1.1" 404 828
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:36:46 +0900] "GET /w3images/car.jpg HTTP/1.1" 404 827
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:36:46 +0900] "GET /w3images/mountains.jpg HTTP/1.1" 404 833
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:36:46 +0900] "GET /w3images/forest.jpg HTTP/1.1" 404 830
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:36:46 +0900] "GET /w3images/lights.jpg HTTP/1.1" 404 830
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:40:43 +0900] "GET /MVC_Board/BoardList.bo HTTP/1.1" 500 1568
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:40:50 +0900] "GET /MVC_Board/BoardList.bo HTTP/1.1" 500 1568
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:40:51 +0900] "GET /MVC_Board/BoardList.bo HTTP/1.1" 500 1568
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:40:51 +0900] "GET /MVC_Board/BoardList.bo HTTP/1.1" 500 1568
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:40:52 +0900] "GET /MVC_Board/BoardList.bo HTTP/1.1" 500 1568
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:40:52 +0900] "GET /MVC_Board/BoardList.bo HTTP/1.1" 500 1568
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:40:52 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:40:53 +0900] "GET /MVC_Board/BoardList.bo HTTP/1.1" 500 1568
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:40:53 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:40:53 +0900] "GET /MVC_Board/BoardList.bo HTTP/1.1" 500 1568
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:40:53 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:40:53 +0900] "GET /MVC_Board/BoardList.bo HTTP/1.1" 500 1568
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:40:53 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:40:53 +0900] "GET /MVC_Board/BoardList.bo HTTP/1.1" 500 1568
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:40:53 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:40:53 +0900] "GET /MVC_Board/BoardList.bo HTTP/1.1" 500 1568
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:40:53 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:40:54 +0900] "GET /MVC_Board/BoardList.bo HTTP/1.1" 500 1568
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:40:54 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:40:54 +0900] "GET /MVC_Board/BoardList.bo HTTP/1.1" 500 1568
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:40:54 +0900] "GET /favicon.ico HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:40:54 +0900] "GET /MVC_Board/BoardList.bo HTTP/1.1" 500 1568
0:0:0:0:0:0:0:1 - - [13/Mar/2023:11:40:54 +0900] "GET /favicon.ico HTTP/1.1" 404 818
